sigla_tribunal,procedimento,ramo_justica,sigla_grau,uf_oj,municipio_oj,id_ultimo_oj,nome,mesano_cnm1,mesano_sent,casos_novos_2026,julgados_2026,prim_sent2026,suspensos_2026,dessobrestados_2026,cumprimento_meta1,distm2_a,julgm2_a,suspm2_a,cumprimento_meta2a,distm2_ant,julgm2_ant,suspm2_ant,desom2_ant,cumprimento_meta2ant,distm4_a,julgm4_a,suspm4_a,cumprimento_meta4a,distm4_b,julgm4_b,suspm4_b,cumprimento_meta4b
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Jun 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Jun 2025",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Mai 2019",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Mai 2021",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Mai 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Mai 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Mai 2025",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Mar 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Mar 2022",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Mar 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","NA NA",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Nov 2021",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Nov 2022",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Nov 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Nov 2025",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Out 2021",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Out 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Out 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Out 2025",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Set 2018",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Set 2021",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Set 2022",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Set 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51251,"2ª ZONA ELEITORAL - MACAPÁ- AP - ZONA SUL","Dez 2025","Set 2025",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Abr 2022",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Abr 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Dez 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Fev 2018",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Fev 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Fev 2025",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Jan 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Jan 2026",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Jul 2022",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Jun 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Mai 2022",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Mai 2025",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Mar 2022",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Mar 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","NA NA",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Nov 2021",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Nov 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Out 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G1","AP","MACAPA",51259,"10ª ZONA ELEITORAL - MACAPÁ- AP - ZONA NORTE","Dez 2025","Out 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Abr 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Dez 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Fev 2025",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Jul 2022",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Jun 2021",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Jun 2022",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Jun 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Jun 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Jun 2025",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Mai 2021",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Mar 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"TRE-AP","Conhecimento criminal","Justiça Eleitoral","G2","AP","MACAPA",44003,"GABINETE DO CORREGEDOR","Dez 2025","Mar 2024",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
